順位,選手名,チーム,打率,試合,打席数,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,敬遠,死球,三振,併殺打,出塁率,長打率,year
48,ビシエド,中日,0.275,130,526,480,44,132,23,1,17,208,70,1,2,0,3,35,9,8,56,15,0.333,0.433,2021
48,福田　周平,オリックス,0.275,107,471,408,47,112,14,1,1,131,21,9,1,10,2,43,0,8,52,6,0.354,0.321,2021
51,松原　聖弥,巨人,0.274,135,477,431,69,118,20,4,12,182,37,15,7,3,3,38,0,2,100,4,0.333,0.422,2021
52,中野　拓夢,阪神,0.273,135,525,466,45,127,15,4,1,153,36,30,2,20,4,29,5,6,81,6,0.321,0.328,2021
52,渡邊　佳明,楽天,0.273,45,113,99,12,27,2,0,1,32,7,0,1,2,0,11,0,1,19,3,0.351,0.323,2021
52,上本　崇司,広島,0.273,63,68,55,20,15,2,0,0,17,2,2,2,0,2,5,0,6,10,0,0.382,0.309,2021
52,山足　達也,オリックス,0.273,53,39,33,8,9,0,0,0,9,1,0,0,2,0,4,0,0,5,0,0.351,0.273,2021
56,山田　哲人,ヤクルト,0.272,137,581,493,84,134,18,0,34,254,101,4,3,0,7,76,0,5,100,10,0.37,0.515,2021
56,宗　佑磨,オリックス,0.272,139,543,481,71,131,17,7,9,189,42,8,4,14,2,33,1,13,62,15,0.335,0.393,2021
56,源田　壮亮,西武,0.272,119,516,464,60,126,15,7,2,161,29,24,9,17,2,31,0,2,67,5,0.319,0.347,2021
56,吉川　尚輝,巨人,0.272,108,329,305,35,83,13,1,5,113,25,7,0,3,2,17,2,2,48,4,0.313,0.37,2021
56,野間　峻祥,広島,0.272,74,270,250,27,68,7,2,2,85,12,9,1,1,0,17,0,2,29,3,0.323,0.34,2021
56,スモーク,巨人,0.272,34,125,114,11,31,3,0,7,55,14,0,0,0,0,10,1,1,37,2,0.336,0.482,2021
62,坂本　勇人,巨人,0.271,117,487,424,53,115,26,0,19,198,46,2,3,2,2,58,4,1,90,4,0.359,0.467,2021
62,中島　宏之,巨人,0.271,81,195,181,11,49,10,0,6,77,26,0,0,1,1,9,1,3,35,9,0.314,0.425,2021
64,木下　拓哉,中日,0.27,123,393,352,33,95,17,0,11,145,43,1,1,3,2,35,4,1,58,11,0.336,0.412,2021
64,大盛　穂,広島,0.27,56,41,37,9,10,1,1,0,13,3,5,1,2,0,1,0,1,19,2,0.308,0.351,2021
66,浅村　栄斗,楽天,0.269,143,595,483,70,130,18,1,18,204,67,1,0,0,7,101,5,4,96,24,0.395,0.422,2021
67,溝脇　隼人,中日,0.268,22,47,41,2,11,0,1,0,13,2,1,0,3,0,3,1,0,10,0,0.318,0.317,2021
68,野村　佑希,日本ハム,0.267,99,394,371,30,99,12,1,7,134,37,0,1,1,2,16,0,4,90,7,0.303,0.361,2021
69,林　晃汰,広島,0.266,102,376,357,26,95,15,0,10,140,40,0,1,0,1,16,3,2,93,9,0.301,0.392,2021
70,岡本　和真,巨人,0.265,143,592,521,71,138,19,1,39,276,113,1,1,0,7,57,4,7,108,16,0.341,0.53,2021
70,丸　佳浩,巨人,0.265,118,457,392,58,104,21,0,23,194,55,5,3,0,2,63,0,0,120,5,0.365,0.495,2021
72,デスパイネ,ソフトバンク,0.264,80,308,261,27,69,13,1,10,114,41,0,1,0,1,44,2,2,64,12,0.373,0.437,2021
73,松山　竜平,広島,0.263,85,194,175,9,46,10,0,2,62,29,0,0,0,2,17,0,0,22,4,0.325,0.354,2021
73,田中　貴也,楽天,0.263,31,43,38,2,10,2,0,2,18,3,0,0,2,0,3,0,0,9,0,0.317,0.474,2021
73,和田　康士朗,ロッテ,0.263,96,24,19,25,5,1,0,0,6,1,24,5,0,0,5,0,0,8,0,0.417,0.316,2021
73,鶴岡　慎也,日本ハム,0.263,13,20,19,3,5,1,0,0,6,0,0,0,0,0,1,0,0,3,1,0.3,0.316,2021
77,レアード,ロッテ,0.262,136,545,485,57,127,18,0,29,232,95,0,1,0,7,50,4,3,109,15,0.33,0.478,2021
77,髙濱　祐仁,日本ハム,0.262,107,404,367,34,96,21,1,8,143,43,2,0,11,2,23,1,1,82,10,0.305,0.39,2021
79,松本　剛,日本ハム,0.261,47,104,92,13,24,2,0,0,26,2,1,2,2,0,8,0,2,13,2,0.333,0.283,2021
79,小幡　竜平,阪神,0.261,43,25,23,5,6,1,1,0,9,0,3,1,0,0,2,0,0,7,0,0.32,0.391,2021
81,大山　悠輔,阪神,0.26,129,512,466,55,121,23,2,21,211,71,2,1,0,7,37,1,2,89,15,0.313,0.453,2021
81,長谷川　勇也,ソフトバンク,0.26,71,120,100,10,26,6,1,3,43,19,0,0,0,2,17,4,1,18,2,0.367,0.43,2021
83,高橋　周平,中日,0.259,137,520,475,40,123,27,0,5,165,39,1,0,0,4,40,4,1,79,21,0.315,0.347,2021
83,茂木　栄五郎,楽天,0.259,120,466,410,50,106,19,4,14,175,53,6,5,0,2,48,0,6,107,6,0.343,0.427,2021
83,安達　了一,オリックス,0.259,100,382,321,36,83,14,0,0,97,18,5,4,14,1,46,0,0,65,7,0.351,0.302,2021
86,マルテ,阪神,0.258,128,526,446,55,115,18,1,22,201,71,0,0,0,2,74,3,4,72,16,0.367,0.451,2021
86,青木　宣親,ヤクルト,0.258,122,501,446,57,115,29,0,9,171,56,0,0,0,2,43,1,10,44,10,0.335,0.383,2021
86,オスナ,ヤクルト,0.258,120,495,469,42,121,24,2,13,188,60,3,0,0,2,22,2,2,80,18,0.293,0.401,2021
89,島内　宏明,楽天,0.257,141,599,486,64,125,34,5,21,232,96,2,2,2,6,97,2,8,87,15,0.385,0.477,2021
89,京田　陽太,中日,0.257,113,448,409,41,105,7,4,3,129,24,6,5,8,3,21,0,7,75,5,0.302,0.315,2021
91,會澤　翼,広島,0.256,70,204,180,18,46,10,0,3,65,22,0,0,1,3,16,2,4,33,8,0.325,0.361,2021
91,山﨑　剛,楽天,0.256,56,194,168,29,43,6,3,4,67,24,4,2,7,1,15,1,3,41,5,0.326,0.399,2021
93,藤岡　裕大,ロッテ,0.255,137,493,432,41,110,21,3,3,146,37,10,3,18,1,40,2,2,95,7,0.32,0.338,2021
93,元山　飛優,ヤクルト,0.255,97,235,208,20,53,1,3,3,69,17,2,1,5,1,17,3,4,42,7,0.322,0.332,2021
93,羽月　隆太郎,広島,0.255,39,117,102,16,26,3,2,1,36,11,6,1,7,0,8,0,0,26,0,0.309,0.353,2021
96,楠本　泰史,DeNA,0.254,76,127,114,9,29,7,0,2,42,18,1,4,0,1,10,1,2,23,1,0.323,0.368,2021
96,真砂　勇介,ソフトバンク,0.254,79,124,114,18,29,4,1,1,38,8,1,3,2,1,6,0,1,41,0,0.295,0.333,2021
96,桂　依央利,中日,0.254,36,75,71,6,18,4,2,1,29,7,0,0,2,0,1,0,1,24,2,0.274,0.408,2021
96,岡林　勇希,中日,0.254,24,62,59,6,15,4,0,0,19,4,2,0,1,1,1,0,0,13,1,0.262,0.322,2021
100,大和,DeNA,0.252,106,294,270,18,68,13,0,2,87,26,1,2,4,1,19,3,0,44,7,0.3,0.322,2021
100,安部　友裕,広島,0.252,85,170,151,8,38,5,0,1,46,12,2,1,1,2,15,2,1,47,2,0.32,0.305,2021
102,淺間　大基,日本ハム,0.251,128,458,411,42,103,17,2,5,139,31,8,4,7,4,31,2,5,115,5,0.308,0.338,2021
102,栗山　巧,西武,0.251,117,446,387,33,97,15,0,4,124,43,1,0,0,7,49,1,3,58,11,0.334,0.32,2021
104,髙松　渡,中日,0.25,78,123,112,18,28,1,0,0,29,4,15,9,6,1,3,0,1,35,0,0.274,0.259,2021
104,北村　拓己,巨人,0.25,53,103,92,13,23,3,0,4,38,11,1,0,2,0,8,1,1,28,4,0.317,0.413,2021
104,和田　恋,楽天,0.25,7,9,8,0,2,0,0,0,2,0,0,0,0,0,1,0,0,4,0,0.333,0.25,2021
104,髙城　俊人,DeNA,0.25,7,7,4,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0.5,0.25,2021
104,並木　秀尊,ヤクルト,0.25,27,6,4,4,1,1,0,0,2,2,4,0,1,0,0,0,1,1,0,0.4,0.5,2021
104,海野　隆司,ソフトバンク,0.25,11,5,4,1,1,1,0,0,2,2,0,0,0,1,0,0,0,1,0,0.2,0.5,2021
104,武岡　龍世,ヤクルト,0.25,1,4,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0.25,2021
111,三森　大貴,ソフトバンク,0.249,86,345,329,34,82,9,6,0,103,20,16,5,3,2,11,0,0,77,3,0.272,0.313,2021
112,サンズ,阪神,0.248,120,461,408,47,101,21,1,20,184,65,1,1,0,3,49,5,1,89,11,0.328,0.451,2021
112,小深田　大翔,楽天,0.248,121,455,391,60,97,10,3,3,122,21,5,5,16,1,44,0,3,65,1,0.328,0.312,2021
114,山崎　晃大朗,ヤクルト,0.247,114,245,215,41,53,10,3,1,72,12,8,2,10,0,19,0,1,53,0,0.311,0.335,2021
114,ブランドン,西武,0.247,32,84,81,9,20,7,0,3,36,8,0,0,1,1,0,0,1,21,3,0.253,0.444,2021
116,中村　晃,ソフトバンク,0.245,139,552,462,49,113,20,2,8,161,56,1,1,11,6,70,3,3,59,8,0.344,0.348,2021
117,角中　勝也,ロッテ,0.244,107,326,275,33,67,19,1,0,88,29,1,0,2,5,40,3,4,51,4,0.343,0.32,2021
117,福田　永将,中日,0.244,110,305,279,21,68,21,2,8,117,28,1,2,0,1,22,0,3,49,6,0.305,0.419,2021
117,Ａ．マルティネス,中日,0.244,48,94,82,7,20,0,0,2,26,7,0,1,0,0,10,2,2,30,1,0.34,0.317,2021
120,島田　海吏,阪神,0.243,57,78,70,7,17,3,0,0,20,9,8,1,3,0,5,0,0,13,0,0.293,0.286,2021
121,安田　尚憲,ロッテ,0.242,115,399,351,27,85,16,1,8,127,55,0,0,0,4,43,0,1,82,5,0.323,0.362,2021
121,渡邉　諒,日本ハム,0.242,83,325,281,21,68,13,0,3,90,29,5,1,4,3,30,1,7,72,12,0.327,0.32,2021
121,王　柏融,日本ハム,0.242,95,283,252,22,61,20,0,9,108,48,1,0,0,1,25,0,5,70,4,0.322,0.429,2021
121,岡　大海,ロッテ,0.242,110,185,161,31,39,6,0,6,63,18,11,1,5,0,14,1,5,44,6,0.322,0.391,2021
125,Ｔ－岡田,オリックス,0.241,115,407,357,45,86,16,1,17,155,63,2,3,0,5,35,4,10,86,2,0.322,0.434,2021
126,若林　晃弘,巨人,0.239,96,242,213,25,51,11,0,5,77,16,1,3,3,2,22,0,2,46,1,0.314,0.362,2021
126,石原　貴規,広島,0.239,60,125,113,8,27,1,0,4,40,12,1,0,2,1,9,1,0,24,7,0.293,0.354,2021
126,川島　慶三,ソフトバンク,0.239,56,123,109,12,26,6,1,2,40,11,0,0,2,1,11,1,0,31,0,0.306,0.367,2021
129,呉　念庭,西武,0.238,130,478,425,43,101,17,0,10,148,48,3,2,4,3,43,1,3,70,3,0.31,0.348,2021
129,佐藤　輝明,阪神,0.238,126,455,425,56,101,25,0,24,198,64,6,2,0,2,25,4,3,173,2,0.284,0.466,2021
131,田村　龍弘,ロッテ,0.235,70,165,136,14,32,7,1,0,41,14,1,0,10,2,17,0,0,33,1,0.316,0.301,2021
131,髙谷　裕亮,ソフトバンク,0.235,20,17,17,1,4,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0.235,0.235,2021
133,ソト,DeNA,0.234,123,451,410,42,96,18,1,21,179,62,0,1,0,1,35,4,5,116,12,0.302,0.437,2021
133,松田　宣浩,ソフトバンク,0.234,115,390,354,30,83,13,3,14,144,47,5,0,3,4,27,1,2,67,10,0.289,0.407,2021
133,柴田　竜拓,DeNA,0.234,85,266,222,21,52,15,0,2,73,15,1,1,14,3,26,1,1,39,1,0.313,0.329,2021
133,ジョーンズ,オリックス,0.234,72,180,154,10,36,4,0,4,52,23,0,0,0,1,22,1,3,35,7,0.339,0.338,2021
137,西川　遥輝,日本ハム,0.233,130,547,447,68,104,19,5,3,142,35,24,11,3,4,89,1,4,99,3,0.362,0.318,2021
137,マーティン,ロッテ,0.233,116,499,416,66,97,30,0,27,208,75,4,1,0,3,70,3,10,132,9,0.355,0.5,2021
139,山川　穂高,西武,0.232,110,414,358,42,83,13,0,24,168,66,0,0,0,6,43,0,7,101,7,0.321,0.469,2021
139,スパンジェンバーグ,西武,0.232,61,212,181,30,42,7,3,7,76,27,3,3,0,1,27,0,3,64,5,0.34,0.42,2021
139,頓宮　裕真,オリックス,0.232,46,125,112,11,26,4,0,5,45,14,0,0,1,1,8,0,3,41,0,0.298,0.402,2021
142,大城　卓三,巨人,0.231,125,386,347,36,80,12,0,11,125,37,0,0,3,1,33,4,2,80,11,0.3,0.36,2021
142,クロン,広島,0.231,42,137,130,10,30,8,0,6,56,16,0,0,0,0,6,0,1,47,2,0.27,0.431,2021
144,モヤ,オリックス,0.229,106,375,354,26,81,10,1,13,132,47,1,0,0,4,17,3,0,81,11,0.261,0.373,2021
144,柳町　達,ソフトバンク,0.229,20,54,48,7,11,3,0,1,17,2,0,0,1,0,5,0,0,12,1,0.302,0.354,2021
146,紅林　弘太郎,オリックス,0.228,136,473,448,37,102,22,2,10,158,48,2,1,6,4,12,0,3,101,11,0.251,0.353,2021
147,甲斐　拓也,ソフトバンク,0.227,143,479,405,42,92,15,0,12,143,44,6,6,26,2,44,0,2,142,7,0.305,0.353,2021
147,木浪　聖也,阪神,0.227,92,132,119,9,27,8,0,1,38,15,0,0,2,3,7,0,1,20,1,0.269,0.319,2021
149,関根　大気,DeNA,0.226,103,139,124,17,28,6,0,1,37,4,2,0,5,0,9,0,1,27,2,0.284,0.298,2021
150,梅野　隆太郎,阪神,0.225,130,458,404,33,91,15,3,3,121,33,8,4,6,2,41,3,5,107,14,0.303,0.3,2021
150,辰己　涼介,楽天,0.225,130,443,374,49,84,13,1,10,129,32,6,6,11,1,51,0,6,99,7,0.326,0.345,2021
150,石井　一成,日本ハム,0.225,111,321,284,25,64,11,4,4,95,19,8,5,14,1,22,0,0,87,2,0.28,0.335,2021
150,川越　誠司,西武,0.225,63,174,160,12,36,3,1,5,56,11,1,0,1,0,12,0,1,44,2,0.283,0.35,2021
150,五十幡　亮汰,日本ハム,0.225,27,84,80,13,18,3,1,1,26,5,9,1,2,0,2,0,0,19,0,0.244,0.325,2021
150,カスティーヨ,楽天,0.225,33,76,71,4,16,1,0,1,20,3,0,1,0,0,4,1,1,17,1,0.276,0.282,2021
150,吉田　大成,ヤクルト,0.225,18,52,40,8,9,1,0,1,13,2,2,1,1,0,11,0,0,10,1,0.392,0.325,2021
157,古賀　優大,ヤクルト,0.224,54,125,116,12,26,2,0,0,28,7,0,0,4,0,4,1,1,16,1,0.256,0.241,2021
158,西浦　直亨,ヤクルト,0.223,92,276,242,27,54,9,0,5,78,24,1,1,4,3,24,3,3,60,8,0.298,0.322,2021
158,オコエ　瑠偉,楽天,0.223,42,110,94,7,21,1,0,0,22,6,3,0,7,0,8,0,1,21,1,0.291,0.234,2021
160,三ツ俣　大樹,中日,0.222,58,138,117,8,26,5,1,1,36,11,0,0,13,0,7,0,1,27,0,0.272,0.308,2021
160,太田　賢吾,ヤクルト,0.222,29,79,72,4,16,5,0,0,21,5,3,2,1,1,5,0,0,18,3,0.269,0.292,2021
162,岸　潤一郎,西武,0.22,100,338,304,29,67,9,1,9,105,30,2,1,15,1,13,0,5,49,10,0.263,0.345,2021
162,外崎　修汰,西武,0.22,73,300,254,30,56,14,0,5,85,19,9,5,6,3,35,0,2,54,1,0.316,0.335,2021
162,戸柱　恭孝,DeNA,0.22,56,135,127,10,28,5,1,3,44,14,0,0,2,0,4,0,1,18,3,0.25,0.346,2021
162,加藤　翔平,ロッテ,0.22,20,44,41,3,9,2,1,1,16,2,0,1,2,0,1,0,0,8,0,0.238,0.39,2021
166,愛斗,西武,0.219,97,316,292,24,64,18,2,8,110,39,1,2,3,2,13,2,6,60,5,0.265,0.377,2021
166,堂上　直倫,中日,0.219,75,234,219,15,48,10,0,5,73,25,1,0,4,2,9,0,0,42,12,0.248,0.333,2021
166,炭谷　銀仁朗,楽天,0.219,51,124,105,11,23,3,0,3,35,8,0,1,10,1,7,0,1,24,3,0.272,0.333,2021
166,佐藤　龍世,日本ハム,0.219,40,117,105,8,23,2,0,0,25,6,1,0,1,1,10,0,0,35,1,0.284,0.238,2021
166,井領　雅貴,中日,0.219,38,68,64,6,14,3,1,1,22,2,0,0,0,0,4,0,0,19,2,0.265,0.344,2021
171,伏見　寅威,オリックス,0.218,91,262,238,21,52,11,1,4,77,25,0,1,5,2,14,0,3,39,5,0.268,0.324,2021
171,福留　孝介,中日,0.218,91,216,193,17,42,12,0,4,66,18,0,0,0,0,23,1,0,56,5,0.301,0.342,2021
171,重信　慎之介,巨人,0.218,73,86,78,11,17,2,0,2,25,6,6,2,1,0,7,0,0,26,0,0.282,0.321,2021
174,藤原　恭大,ロッテ,0.217,78,254,217,27,47,12,1,5,76,22,7,2,5,4,23,0,5,55,3,0.301,0.35,2021
174,ロハス・ジュニア,阪神,0.217,60,206,189,18,41,7,0,8,72,21,1,3,0,0,15,0,2,58,3,0.282,0.381,2021
176,長野　久義,広島,0.216,71,140,125,6,27,3,0,2,36,13,1,0,0,0,14,0,1,30,2,0.3,0.288,2021
176,メヒア,広島,0.216,18,40,37,2,8,0,0,0,8,0,0,0,0,0,2,0,1,11,0,0.275,0.216,2021
178,亀井　善行,巨人,0.215,92,206,186,15,40,12,1,3,63,17,1,1,2,3,13,1,2,47,3,0.27,0.339,2021
178,柘植　世那,西武,0.215,35,72,65,6,14,2,0,1,19,8,0,0,2,2,3,0,0,19,4,0.243,0.292,2021
180,今宮　健太,ソフトバンク,0.214,125,413,365,27,78,15,2,4,109,30,4,1,23,2,22,0,1,70,5,0.259,0.299,2021
180,若月　健矢,オリックス,0.214,68,140,117,11,25,4,0,5,44,16,1,0,9,1,11,0,2,27,2,0.29,0.376,2021
180,西村　凌,オリックス,0.214,13,45,42,0,9,2,0,0,11,2,0,0,0,0,3,0,0,6,1,0.267,0.262,2021
183,伊藤　光,DeNA,0.213,53,192,160,14,34,6,0,2,46,13,1,1,12,1,17,0,2,43,3,0.294,0.288,2021
184,中川　圭太,オリックス,0.212,61,169,156,19,33,3,1,1,41,7,1,0,3,0,8,0,2,23,4,0.259,0.263,2021
184,樋口　龍之介,日本ハム,0.212,22,54,52,1,11,3,0,0,14,3,0,0,0,0,0,0,2,19,3,0.241,0.269,2021
186,来田　涼斗,オリックス,0.211,23,76,71,5,15,3,0,2,24,8,1,2,0,1,3,2,1,30,1,0.25,0.338,2021
186,乙坂　智,DeNA,0.211,17,20,19,5,4,1,0,0,5,0,0,0,0,0,1,0,0,6,0,0.25,0.263,2021
188,渡辺　勝,中日,0.21,48,134,119,13,25,2,0,2,33,11,3,3,6,0,9,0,0,25,1,0.266,0.277,2021
189,阿部　寿樹,中日,0.209,66,240,215,18,45,10,0,5,70,16,0,1,4,2,19,0,0,36,8,0.271,0.326,2021
189,加藤　翔平,中日,0.209,55,128,110,13,23,2,0,1,28,2,8,1,7,0,11,0,0,19,2,0.281,0.255,2021
191,糸井　嘉男,阪神,0.208,77,119,106,8,22,5,0,3,36,18,1,0,0,3,9,0,1,37,4,0.269,0.34,2021
191,倉本　寿彦,DeNA,0.208,46,74,72,5,15,0,0,0,15,6,0,0,0,0,2,0,0,17,2,0.23,0.208,2021
191,内川　聖一,ヤクルト,0.208,38,56,53,3,11,1,0,0,12,2,0,0,0,0,2,1,1,12,3,0.25,0.226,2021
194,山口　航輝,ロッテ,0.207,78,228,203,20,42,3,1,9,74,20,0,1,0,0,25,0,0,53,5,0.294,0.365,2021
195,清水　優心,日本ハム,0.206,100,256,214,19,44,6,0,4,62,18,0,0,11,3,28,0,0,60,3,0.294,0.29,2021
195,田中　広輔,広島,0.206,81,160,136,12,28,4,0,2,38,8,1,3,4,0,18,0,2,23,0,0.308,0.279,2021
197,佐藤　都志也,ロッテ,0.205,62,155,132,16,27,4,1,6,51,18,3,0,7,1,14,1,1,30,0,0.284,0.386,2021
197,立岡　宗一郎,巨人,0.205,47,47,44,2,9,0,0,0,9,1,0,0,0,0,3,0,0,7,0,0.255,0.205,2021
199,大田　泰示,日本ハム,0.204,76,206,191,11,39,5,2,3,57,20,1,1,0,1,14,3,0,50,10,0.257,0.298,2021
199,内田　靖人,楽天,0.204,25,60,54,2,11,2,0,1,16,11,0,0,1,3,1,0,1,19,1,0.22,0.296,2021
199,原口　文仁,阪神,0.204,56,58,49,3,10,2,1,0,14,3,0,0,0,0,5,0,4,12,0,0.328,0.286,2021
202,エチェバリア,ロッテ,0.203,79,216,207,16,42,11,0,4,65,24,0,1,0,3,6,0,0,40,6,0.222,0.314,2021
202,香月　一也,巨人,0.203,39,67,59,9,12,3,0,3,24,6,0,0,2,0,4,0,2,12,2,0.277,0.407,2021
204,明石　健志,ソフトバンク,0.202,57,95,84,5,17,2,0,0,19,7,1,1,0,1,9,0,1,18,1,0.284,0.226,2021
205,周東　佑京,ソフトバンク,0.201,70,188,169,24,34,1,0,3,44,5,21,5,6,0,12,0,1,49,1,0.258,0.26,2021
206,荒木　貴裕,ヤクルト,0.2,100,67,55,10,11,0,0,0,11,5,2,1,6,1,4,0,1,9,0,0.262,0.2,2021
206,北條　史也,阪神,0.2,33,57,50,6,10,2,0,1,15,6,0,0,2,0,4,0,1,11,1,0.273,0.3,2021
206,山下　幸輝,DeNA,0.2,46,52,50,3,10,1,0,0,11,4,0,0,0,0,2,0,0,7,0,0.231,0.22,2021
206,細川　凌平,日本ハム,0.2,9,26,25,2,5,0,0,0,5,0,0,1,0,0,1,0,0,12,0,0.231,0.2,2021
206,嶋　基宏,ヤクルト,0.2,17,15,10,2,2,0,0,0,2,0,0,0,2,0,3,0,0,1,1,0.385,0.2,2021
206,宮本　秀明,DeNA,0.2,35,11,10,5,2,0,0,0,2,0,2,2,0,0,1,0,0,6,0,0.273,0.2,2021
206,益子　京右,DeNA,0.2,3,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.2,0.2,2021
213,万波　中正,日本ハム,0.198,49,133,126,12,25,9,1,5,51,13,0,1,0,1,4,0,2,53,3,0.233,0.405,2021
214,山田　遥楓,西武,0.197,98,173,147,14,29,6,1,0,37,18,1,2,10,3,13,0,0,41,1,0.258,0.252,2021
214,Ｒ．ロドリゲス,日本ハム,0.197,50,125,122,11,24,8,1,6,52,12,1,0,0,0,3,0,0,38,2,0.216,0.426,2021
216,井上　晴哉,ロッテ,0.196,23,53,51,1,10,1,0,1,14,6,0,0,0,0,1,0,1,8,4,0.226,0.275,2021
217,森　敬斗,DeNA,0.194,44,113,103,15,20,4,2,0,28,5,4,2,1,2,7,0,0,30,1,0.241,0.272,2021
217,平沼　翔太,日本ハム,0.194,32,85,72,4,14,3,1,0,19,3,0,0,4,0,8,0,1,18,0,0.284,0.264,2021
217,菅野　剛士,ロッテ,0.194,33,75,67,8,13,4,0,2,23,5,1,0,2,0,5,0,1,20,4,0.26,0.343,2021
217,山野辺　翔,西武,0.194,25,39,36,5,7,1,1,0,10,2,4,1,1,1,0,0,1,11,0,0.211,0.278,2021
221,中田　翔,日本ハム,0.193,39,150,135,13,26,3,0,4,41,13,0,0,0,0,14,0,1,31,4,0.273,0.304,2021
222,金子　侑司,西武,0.192,101,220,198,24,38,7,1,0,47,9,9,9,6,2,12,0,2,39,7,0.243,0.237,2021
223,神里　和毅,DeNA,0.191,88,118,110,13,21,3,0,4,36,15,4,3,1,1,6,1,0,49,1,0.231,0.327,2021
223,上林　誠知,ソフトバンク,0.191,39,72,68,7,13,1,1,2,22,11,2,2,0,1,3,0,0,18,2,0.222,0.324,2021
225,堂林　翔太,広島,0.19,70,143,137,12,26,6,0,0,32,5,2,1,2,0,3,0,1,34,4,0.213,0.234,2021
226,廣岡　大志,巨人,0.189,78,117,106,11,20,2,2,5,41,15,2,1,0,1,7,0,3,25,2,0.256,0.387,2021
226,嶺井　博希,DeNA,0.189,36,80,74,1,14,4,0,0,18,7,0,0,0,0,4,0,2,24,1,0.25,0.243,2021
226,石川　慎吾,巨人,0.189,26,41,37,3,7,2,0,0,9,0,0,1,0,0,4,0,0,8,1,0.268,0.243,2021
229,太田　光,楽天,0.188,107,281,240,25,45,4,0,4,61,23,1,1,16,1,17,0,7,64,2,0.26,0.254,2021
229,郡　拓也,日本ハム,0.188,33,77,69,4,13,3,0,0,16,4,1,1,1,0,6,0,1,23,1,0.263,0.232,2021
229,炭谷　銀仁朗,巨人,0.188,44,54,48,4,9,0,0,1,12,7,0,0,1,1,4,1,0,17,0,0.245,0.25,2021
232,黒川　史陽,楽天,0.187,34,80,75,4,14,2,0,1,19,8,0,0,1,0,3,0,1,17,1,0.228,0.253,2021
233,中島　卓也,日本ハム,0.186,67,117,97,11,18,0,0,0,18,1,7,2,8,0,12,0,0,29,0,0.275,0.186,2021
233,山本　泰寛,阪神,0.186,69,51,43,8,8,3,0,0,11,3,2,0,0,1,6,0,1,10,0,0.294,0.256,2021
235,石川　亮,日本ハム,0.185,60,123,108,6,20,2,0,0,22,7,0,1,11,0,4,0,0,21,3,0.214,0.204,2021
235,坂本　誠志郎,阪神,0.185,45,73,65,4,12,2,1,1,19,6,0,0,2,1,5,0,0,21,0,0.239,0.292,2021
235,川瀬　晃,ソフトバンク,0.185,21,30,27,2,5,0,0,0,5,0,1,0,1,0,2,0,0,9,0,0.241,0.185,2021
238,小郷　裕哉,楽天,0.182,38,88,77,6,14,3,1,2,25,6,1,1,3,0,6,0,2,23,0,0.259,0.325,2021
238,バレンティン,ソフトバンク,0.182,22,60,55,7,10,3,0,4,25,9,0,0,0,0,5,0,0,19,2,0.25,0.455,2021
238,岸田　行倫,巨人,0.182,27,24,22,1,4,0,1,0,6,2,0,0,0,0,2,0,0,8,0,0.25,0.273,2021
241,リチャード,ソフトバンク,0.181,34,116,105,11,19,4,0,7,44,20,0,0,0,3,6,0,2,38,1,0.233,0.419,2021
242,大城　滉二,オリックス,0.18,49,71,61,4,11,3,0,0,14,5,1,0,5,0,3,0,2,14,2,0.242,0.23,2021
242,横尾　俊建,楽天,0.18,30,68,61,1,11,2,0,0,13,3,0,0,1,0,0,0,6,8,2,0.254,0.213,2021
242,木村　文紀,西武,0.18,20,56,50,4,9,2,0,0,11,3,0,0,2,1,3,0,0,18,0,0.222,0.22,2021
245,小野寺　暖,阪神,0.179,34,73,67,7,12,2,0,1,17,2,0,0,0,0,5,0,1,19,2,0.247,0.254,2021
245,谷内　亮太,日本ハム,0.179,106,44,39,3,7,0,0,0,7,2,0,0,1,1,3,0,0,5,1,0.233,0.179,2021
247,根尾　昂,中日,0.178,72,188,169,12,30,4,1,1,39,16,0,3,1,1,15,0,2,53,2,0.251,0.231,2021
248,知野　直人,DeNA,0.176,36,40,34,4,6,1,1,1,12,3,0,1,2,0,3,0,1,12,1,0.263,0.353,2021
248,野村　大樹,ソフトバンク,0.176,7,19,17,1,3,1,0,0,4,3,0,0,0,0,2,0,0,5,0,0.263,0.235,2021
250,陽川　尚将,阪神,0.174,41,52,46,2,8,1,0,2,15,6,0,0,1,0,3,1,2,19,2,0.255,0.326,2021
250,下妻　貴寛,楽天,0.174,16,27,23,2,4,0,0,0,4,2,0,0,0,0,4,0,0,5,0,0.296,0.174,2021
252,太田　椋,オリックス,0.172,53,159,151,10,26,2,0,3,37,9,1,0,4,0,4,0,0,44,3,0.194,0.245,2021
253,渡邉　大樹,ヤクルト,0.171,94,42,35,19,6,2,0,0,8,3,5,2,5,0,1,0,1,9,1,0.216,0.229,2021
